LSOA Code,nc_atmn_2021,nc_sprng_2021,nc_smmr_2021,nc_wntr_2021,nc_wntr_2022
E01019583,85.92,4.85,42.33,32.95,7.89
E01019585,139.63,7.88,68.79,53.55,12.83
E01019586,79.87,4.51,39.35,30.63,7.34
E01019587,79.56,4.49,39.2,30.51,7.31
E01019588,81.09,4.58,39.95,31.1,7.45
E01019589,78.03,4.41,38.45,29.93,7.17
E01019590,111.15,6.28,54.76,42.63,10.21
E01019591,97.65,5.51,48.11,37.45,8.97
E01019592,100.58,5.68,49.55,38.57,9.24
E01019593,73.39,4.14,36.16,28.15,6.74
E01019594,108.08,8.29,55.71,30.55,9.49
E01019595,108.97,8.36,56.17,30.81,9.57
E01019596,98.81,7.58,50.93,27.94,8.68
E01019597,111.6,8.56,57.52,31.55,9.8
E01019598,100.6,7.71,51.85,28.44,8.83
E01019599,76.37,5.86,39.37,21.59,6.71
E01019600,84.41,6.47,43.51,23.86,7.41
E01019601,85.25,6.54,43.94,24.1,7.49
E01019602,100.54,7.71,51.83,28.42,8.83
E01019603,102.1,7.83,52.63,28.87,8.97
E01019604,95.18,7.3,49.06,26.91,8.36
E01019605,101.94,7.82,52.54,28.82,8.95
E01019606,92.11,7.06,47.48,26.04,8.09
E01019607,101.32,7.77,52.23,28.65,8.9
E01019608,96.86,7.43,49.93,27.38,8.5
E01019609,146.88,11.26,75.71,41.52,12.9
E01019610,83.07,6.37,42.82,23.48,7.29
E01019611,89.99,6.9,46.39,25.44,7.9
E01019612,155.7,11.94,80.26,44.02,13.67
E01019613,93.95,7.2,48.43,26.56,8.25
E01019614,92.22,7.07,47.54,26.07,8.1
E01019615,120.3,9.22,62.01,34.01,10.56
E01019616,99.15,7.6,51.11,28.03,8.71
E01019617,87.09,6.68,44.89,24.62,7.65
E01019618,82.06,6.29,42.3,23.2,7.21
E01019619,78.66,6.03,40.55,22.24,6.91
E01019620,88.26,6.77,45.49,24.95,7.75
E01019621,83.46,6.4,43.02,23.59,7.33
E01019622,82.57,6.33,42.56,23.34,7.25
E01019623,79.83,6.12,41.15,22.57,7.01
E01019624,66.66,5.11,34.36,18.84,5.85
E01019625,91.61,7.02,47.22,25.9,8.04
E01019626,78.43,6.01,40.43,22.17,6.89
E01019627,63.19,4.85,32.57,17.87,5.55
E01019628,81.78,6.27,42.16,23.12,7.18
E01019629,97.36,7.47,50.18,27.52,8.55
E01019630,101.44,7.78,52.29,28.68,8.91
E01019631,96.3,7.38,49.64,27.22,8.46
E01019632,96.24,7.38,49.61,27.21,8.45
E01019633,89.38,6.85,46.07,25.27,7.85
E01019634,91.78,7.04,47.31,25.95,8.06
E01019635,68.72,5.27,35.42,19.43,6.03
E01019636,92.78,7.11,47.83,26.23,8.15
E01019638,71.79,8.25,54.47,32.96,9.15
E01019639,77.84,8.95,59.07,35.75,9.92
E01019640,79.41,9.13,60.26,36.47,10.12
E01019641,80.82,9.29,61.32,37.11,10.3
E01019642,70.6,8.11,53.57,32.42,9.0
E01019643,92.67,10.65,70.31,42.55,11.81
E01019644,77.14,8.87,58.53,35.42,9.83
E01019645,88.77,10.2,67.36,40.76,11.31
E01019646,80.28,9.23,60.91,36.86,10.23
E01019647,113.87,13.09,86.4,52.29,14.51
E01019648,83.36,9.58,63.25,38.28,10.62
E01019649,98.56,11.33,74.79,45.26,12.56
E01019650,89.53,10.29,67.93,41.11,11.41
E01019651,79.25,9.11,60.13,36.39,10.1
E01019652,92.72,10.66,70.35,42.58,11.81
E01019653,80.55,9.26,61.12,36.99,10.26
E01019654,83.69,9.62,63.5,38.43,10.66
E01019655,86.61,9.95,65.72,39.77,11.04
E01019656,67.94,7.81,51.55,31.2,8.66
E01019657,106.79,12.27,81.03,49.04,13.61
E01019658,109.17,12.55,82.83,50.13,13.91
E01019659,108.9,12.51,82.63,50.01,13.88
E01019660,101.11,11.62,76.72,46.43,12.88
E01019661,75.19,8.64,57.05,34.53,9.58
E01019662,83.15,9.56,63.09,38.18,10.59
E01019663,80.28,9.23,60.91,36.86,10.23
E01019664,70.92,8.15,53.81,32.57,9.04
E01019665,76.38,8.78,57.96,35.08,9.73
E01019666,84.55,9.72,64.16,38.83,10.77
E01019667,93.8,10.78,71.18,43.07,11.95
E01019668,75.03,8.62,56.93,34.45,9.56
E01019669,79.09,9.09,60.01,36.32,10.08
E01019670,98.18,11.28,74.5,45.09,12.51
E01019671,104.24,11.98,79.1,47.87,13.28
E01019672,101.7,11.69,77.17,46.7,12.96
E01019673,71.89,8.26,54.55,33.01,9.16
E01019674,63.29,7.27,48.02,29.06,8.06
E01019675,90.07,10.35,68.34,41.36,11.48
E01019676,79.36,9.12,60.22,36.44,10.11
E01019677,79.36,9.12,60.22,36.44,10.11
E01019678,94.72,10.89,71.87,43.5,12.07
E01019679,91.96,10.57,69.78,42.23,11.72
E01019680,102.03,11.72,77.41,46.85,13.0
E01019681,80.55,9.26,61.12,36.99,10.26
E01019682,94.78,10.89,71.91,43.52,12.08
E01019683,70.27,8.08,53.32,32.27,8.95
E01019684,90.88,10.44,68.96,41.73,11.58
E01019685,76.76,8.82,58.25,35.25,9.78
E01019686,75.41,8.67,57.22,34.63,9.61
E01019687,82.66,9.5,62.72,37.96,10.53
E01019688,78.82,9.06,59.81,36.19,10.04
E01019689,84.82,9.75,64.36,38.95,10.81
E01019690,67.84,7.8,51.47,31.15,8.64
E01019691,87.53,10.06,66.41,40.19,11.15
E01019692,81.04,9.31,61.49,37.21,10.33
E01019693,109.76,12.61,83.28,50.4,13.99
E01019694,63.78,7.33,48.39,29.29,8.13
E01019695,76.0,8.73,57.67,34.9,9.68
E01019696,78.6,9.03,59.64,36.09,10.02
E01019697,78.71,9.05,59.72,36.14,10.03
E01019698,73.3,8.42,55.62,33.66,9.34
E01019699,87.85,10.1,66.66,40.34,11.19
E01019700,123.18,14.16,93.46,56.56,15.7
E01019701,119.07,13.68,90.34,54.68,15.17
E01019702,99.0,11.38,75.12,45.46,12.61
E01019703,87.69,10.08,66.54,40.27,11.17
E01019704,75.41,8.67,57.22,34.63,9.61
E01019705,101.16,11.63,76.76,46.45,12.89
E01019706,69.46,7.98,52.7,31.9,8.85
E01019707,71.84,8.26,54.51,32.99,9.15
E01019708,96.29,11.07,73.06,44.22,12.27
E01019709,73.62,8.46,55.86,33.81,9.38
E01019710,125.41,10.07,77.9,38.68,9.08
E01019711,80.38,6.46,49.93,24.79,5.82
E01019712,96.23,7.73,59.77,29.68,6.97
E01019713,89.18,7.16,55.4,27.51,6.46
E01019714,173.02,13.9,107.48,53.37,12.53
E01019715,92.96,7.47,57.74,28.67,6.73
E01019716,77.61,6.23,48.21,23.94,5.62
E01019717,83.27,6.69,51.73,25.68,6.03
E01019718,135.72,10.9,84.31,41.86,9.83
E01019719,133.77,10.75,83.1,41.26,9.69
E01019720,94.4,7.58,58.64,29.12,6.84
E01019721,88.55,7.11,55.01,27.31,6.41
E01019722,111.51,8.96,69.27,34.39,8.08
E01019723,115.6,9.29,71.81,35.66,8.37
E01019724,77.99,6.26,48.44,24.05,5.65
E01019725,94.28,7.57,58.56,29.08,6.83
E01019726,86.48,6.95,53.72,26.67,6.26
E01019727,121.2,9.74,75.28,37.38,8.78
E01019728,73.96,5.94,45.94,22.81,5.36
E01019729,83.71,6.72,52.0,25.82,6.06
E01019730,128.3,10.31,79.7,39.57,9.29
E01019731,77.3,6.21,48.01,23.84,5.6
E01019732,95.66,7.68,59.42,29.51,6.93
E01019733,88.81,7.13,55.16,27.39,6.43
E01019734,124.09,9.97,77.08,38.27,8.99
E01019735,89.12,7.16,55.36,27.49,6.46
E01019736,68.24,5.48,42.39,21.05,4.94
E01019737,73.52,5.91,45.67,22.68,5.33
E01019738,92.2,7.41,57.27,28.44,6.68
E01019739,112.89,9.07,70.13,34.82,8.18
E01019740,70.69,5.68,43.91,21.8,5.12
E01019741,68.93,5.54,42.82,21.26,4.99
E01019742,66.6,5.35,41.37,20.54,4.82
E01019743,92.2,7.41,57.27,28.44,6.68
E01019744,88.3,7.09,54.85,27.24,6.4
E01019745,68.18,5.48,42.35,21.03,4.94
E01019746,98.05,7.88,60.91,30.24,7.1
E01019747,73.4,5.9,45.59,22.64,5.32
E01019748,100.69,8.09,62.55,31.06,7.29
E01019749,76.42,6.14,47.47,23.57,5.54
E01019750,84.84,6.82,52.7,26.17,6.15
E01019751,149.06,11.97,92.59,45.98,10.8
E01019752,89.81,7.21,55.79,27.7,6.51
E01019753,90.31,7.25,56.1,27.86,6.54
E01019754,110.0,8.84,68.33,33.93,7.97
E01019755,127.48,10.24,79.19,39.32,9.23
E01019756,113.21,9.09,70.32,34.92,8.2
E01019757,86.04,6.91,53.45,26.54,6.23
E01019758,101.26,8.13,62.9,31.23,7.33
E01019759,97.86,7.86,60.79,30.19,7.09
E01019760,83.84,6.73,52.08,25.86,6.07
E01019761,109.69,8.81,68.13,33.83,7.94
E01019762,112.89,9.07,70.13,34.82,8.18
E01019763,129.62,10.41,80.52,39.98,9.39
E01019764,102.52,8.24,63.68,31.62,7.43
E01019765,117.61,9.45,73.06,36.28,8.52
E01019766,90.0,7.23,55.91,27.76,6.52
E01019767,102.96,8.27,63.95,31.76,7.46
E01019768,138.18,11.1,85.83,42.62,10.01
E01019769,116.91,7.44,64.65,42.66,11.71
E01019770,119.11,7.58,65.86,43.46,11.93
E01019771,126.77,8.07,70.1,46.26,12.7
E01019772,99.87,6.36,55.23,36.44,10.0
E01019773,151.67,9.65,83.87,55.34,15.19
E01019774,103.89,6.61,57.45,37.91,10.4
E01019775,127.14,8.09,70.3,46.39,12.73
E01019776,79.97,5.09,44.22,29.18,8.01
E01019777,151.12,9.62,83.56,55.14,15.13
E01019778,95.49,6.08,52.8,34.84,9.56
E01019779,97.62,6.21,53.98,35.62,9.78
E01019780,87.82,5.59,48.56,32.05,8.79
E01019781,84.41,5.37,46.68,30.8,8.45
E01019782,82.77,5.27,45.77,30.2,8.29
E01019783,77.9,4.96,43.08,28.43,7.8
E01019784,75.35,4.8,41.66,27.49,7.55
E01019785,75.65,4.82,41.83,27.6,7.58
E01019786,93.18,5.93,51.52,34.0,9.33
E01019787,108.7,6.92,60.11,39.66,10.89
E01019788,98.23,6.25,54.32,35.84,9.84
E01019790,110.52,7.04,61.12,40.33,11.07
E01019791,113.81,7.24,62.93,41.53,11.4
E01019792,125.01,7.96,69.13,45.61,12.52
E01019793,86.12,5.48,47.62,31.42,8.62
E01019794,83.93,5.34,46.41,30.62,8.4
E01019795,135.48,8.62,74.91,49.43,13.57
E01019796,72.49,4.61,40.08,26.45,7.26
E01019797,104.44,6.65,57.75,38.11,10.46
E01019798,97.38,6.2,53.85,35.53,9.75
E01019799,141.87,9.03,78.45,51.77,14.21
E01019800,107.97,6.87,59.7,39.4,10.81
E01019801,69.99,4.46,38.7,25.54,7.01
E01019802,78.75,5.01,43.55,28.74,7.89
E01019803,79.61,5.07,44.02,29.05,7.97
E01019804,81.25,5.17,44.93,29.65,8.14
E01019805,78.94,5.02,43.65,28.8,7.91
E01019806,99.51,6.33,55.02,36.31,9.97
E01019807,92.63,5.9,51.22,33.8,9.28
E01019808,104.38,6.64,57.72,38.09,10.45
E01019809,65.0,4.14,35.94,23.72,6.51
E01019810,92.33,5.88,51.05,33.69,9.25
E01019811,92.02,5.86,50.89,33.58,9.22
E01019812,122.27,7.78,67.61,44.62,12.24
E01019813,104.01,6.62,57.52,37.95,10.42
E01019814,111.01,7.07,61.39,40.51,11.12
E01019815,167.31,10.65,92.52,61.05,16.75
E01019816,100.42,6.39,55.53,36.64,10.06
E01019817,75.65,4.82,41.83,27.6,7.58
E01019818,102.79,6.54,56.84,37.51,10.29
E01019819,99.26,6.32,54.89,36.22,9.94
E01019820,94.94,6.04,52.5,34.64,9.51
E01019821,85.02,5.41,47.01,31.02,8.51
E01019822,99.81,6.35,55.19,36.42,10.0
E01019823,67.68,4.31,37.42,24.7,6.78
E01019824,99.33,6.32,54.92,36.24,9.95
E01019825,89.04,5.67,49.24,32.49,8.92
E01019826,84.29,5.37,46.61,30.76,8.44
E01019827,109.12,6.95,60.34,39.82,10.93
E01019828,83.44,5.31,46.14,30.45,8.36
E01019829,86.24,5.49,47.69,31.47,8.64
E01019830,84.84,5.4,46.91,30.96,8.5
E01019831,84.11,5.35,46.51,30.69,8.42
E01019832,107.17,8.36,55.32,48.77,11.95
E01019833,128.96,10.06,66.57,58.69,14.37
E01019834,141.4,11.03,72.99,64.35,15.76
E01019835,159.39,12.44,82.27,72.54,17.77
E01019837,127.81,9.97,65.98,58.17,14.25
E01019838,96.06,7.5,49.58,43.71,10.71
E01019839,148.1,11.56,76.45,67.4,16.51
E01019840,106.26,8.29,54.85,48.36,11.84
E01019841,104.15,8.13,53.76,47.4,11.61
E01019842,110.97,8.66,57.28,50.5,12.37
E01019843,93.82,7.32,48.43,42.7,10.46
E01019844,90.32,7.05,46.62,41.1,10.07
E01019845,79.88,6.23,41.23,36.35,8.9
E01019846,84.95,6.63,43.85,38.66,9.47
E01019847,82.41,6.43,42.54,37.5,9.19
E01019848,164.1,12.81,84.7,74.68,18.29
E01019850,127.21,9.93,65.66,57.89,14.18
E01019851,96.72,7.55,49.93,44.02,10.78
E01019852,135.96,10.61,70.18,61.87,15.16
E01019853,101.43,7.92,52.36,46.16,11.31
E01019854,126.12,9.84,65.1,57.4,14.06
E01019855,93.28,7.28,48.15,42.45,10.4
E01019856,92.25,7.2,47.62,41.98,10.28
E01019857,85.79,6.7,44.28,39.04,9.56
E01019858,99.01,7.73,51.11,45.06,11.04
E01019859,106.56,8.32,55.01,48.49,11.88
E01019860,79.09,6.17,40.83,35.99,8.82
E01019861,108.49,8.47,56.0,49.37,12.09
E01019862,96.9,7.56,50.02,44.1,10.8
E01019863,106.26,8.29,54.85,48.36,11.84
E01019864,87.0,6.79,44.91,39.59,9.7
E01019865,80.06,6.25,41.32,36.43,8.92
E01019866,150.82,11.77,77.85,68.63,16.81
E01019867,112.36,8.77,58.0,51.13,12.52
E01019868,118.52,9.25,61.18,53.93,13.21
E01019869,98.05,7.65,50.61,44.62,10.93
E01019870,106.14,8.28,54.79,48.3,11.83
E01019871,107.95,8.42,55.72,49.13,12.03
E01019872,131.44,10.26,67.84,59.81,14.65
E01019873,153.05,11.94,79.0,69.65,17.06
E01019874,89.9,7.02,46.4,40.91,10.02
E01019875,87.0,6.79,44.91,39.59,9.7
E01019876,119.42,9.32,61.64,54.35,13.31
E01019877,121.9,9.51,62.92,55.47,13.59
E01019878,92.68,7.23,47.84,42.17,10.33
E01019879,127.99,9.99,66.07,58.25,14.27
E01019880,103.72,8.09,53.54,47.2,11.56
E01019881,186.14,14.53,96.08,84.71,20.75
E01019882,119.12,9.3,61.49,54.21,13.28
E01019883,212.76,16.6,109.82,96.82,23.72
E01019885,109.58,8.55,56.56,49.87,12.21
E01019886,178.06,7.36,111.62,45.45,23.73
E01019887,87.02,3.6,54.55,22.21,11.6
E01019888,90.66,3.75,56.83,23.14,12.08
E01019889,94.84,3.92,59.45,24.21,12.64
E01019890,97.73,4.04,61.26,24.94,13.03
E01019891,87.18,3.61,54.65,22.25,11.62
E01019892,316.49,13.09,198.4,80.78,42.19
E01019893,258.23,10.68,161.87,65.91,34.42
E01019894,77.06,3.19,48.31,19.67,10.27
E01019895,81.02,3.35,50.79,20.68,10.8
E01019896,87.08,3.6,54.58,22.22,11.61
E01019897,87.08,3.6,54.58,22.22,11.61
E01019898,144.38,5.97,90.5,36.85,19.24
E01019899,73.05,3.02,45.79,18.64,9.74
E01019900,99.87,4.13,62.61,25.49,13.31
E01019901,74.92,3.1,46.96,19.12,9.99
E01019902,118.24,4.89,74.12,30.18,15.76
E01019903,117.23,4.85,73.48,29.92,15.63
E01019904,78.67,3.25,49.31,20.08,10.49
E01019905,101.32,4.19,63.51,25.86,13.51
E01019906,82.42,3.41,51.66,21.04,10.99
E01019907,83.54,3.46,52.37,21.32,11.14
E01019908,100.2,4.14,62.81,25.57,13.36
E01019909,100.89,4.17,63.25,25.75,13.45
E01019910,90.72,3.75,56.87,23.15,12.09
E01019911,82.36,3.41,51.63,21.02,10.98
E01019912,87.99,3.64,55.16,22.46,11.73
E01019913,94.89,3.93,59.49,24.22,12.65
E01019914,126.6,5.24,79.36,32.31,16.87
E01019915,98.59,4.08,61.8,25.16,13.14
E01019916,121.78,5.04,76.34,31.08,16.23
E01019917,84.18,3.48,52.77,21.49,11.22
E01019918,99.5,4.12,62.37,25.4,13.26
E01019919,89.59,3.71,56.16,22.87,11.94
E01019920,87.61,3.62,54.92,22.36,11.68
E01019921,82.79,3.42,51.9,21.13,11.04
E01019922,80.65,3.34,50.56,20.58,10.75
E01019923,64.21,2.66,40.25,16.39,8.56
E01019924,80.01,3.31,50.15,20.42,10.66
E01019925,69.78,2.89,43.74,17.81,9.3
E01019927,69.14,2.86,43.34,17.65,9.22
E01019928,78.24,3.24,49.05,19.97,10.43
E01019929,73.47,3.04,46.06,18.75,9.79
E01019930,77.12,3.19,48.34,19.68,10.28
E01019931,64.26,2.66,40.28,16.4,8.57
E01019932,85.04,3.52,53.31,21.71,11.34
E01019933,71.01,2.94,44.51,18.12,9.47
E01019934,97.52,4.03,61.13,24.89,13.0
E01019935,72.88,3.01,45.69,18.6,9.71
E01019936,60.67,2.51,38.03,15.49,8.09
E01019937,119.26,4.93,74.76,30.44,15.9
E01019938,121.56,5.03,76.2,31.03,16.2
E01019939,93.13,3.85,58.38,23.77,12.41
E01019940,87.99,3.64,55.16,22.46,11.73
E01019942,120.97,5.0,75.83,30.88,16.12
E01019943,93.39,3.86,58.55,23.84,12.45
E01019944,94.31,3.9,59.12,24.07,12.57
E01019945,121.3,5.02,76.04,30.96,16.17
E01019946,75.78,3.13,47.5,19.34,10.1
E01019947,109.62,4.53,68.72,27.98,14.61
E01019948,68.98,2.85,43.24,17.6,9.19
E01019949,84.34,3.49,52.87,21.53,11.24
E01019950,66.35,2.74,41.59,16.94,8.84
E01019951,118.14,4.89,74.05,30.15,15.75
E01019952,93.88,3.88,58.85,23.96,12.51
E01019953,83.92,3.47,52.6,21.42,11.19
E01019954,108.5,4.49,68.01,27.69,14.46
E01019955,86.49,3.58,54.22,22.07,11.53
E01019956,84.13,3.48,52.74,21.47,11.21
E01019957,97.95,4.05,61.4,25.0,13.06
E01019958,94.2,3.9,59.05,24.04,12.56
E01019959,68.12,2.82,42.7,17.39,9.08
E01019960,78.03,3.23,48.91,19.91,10.4
E01019961,143.47,5.93,89.93,36.62,19.12
E01019962,126.44,5.23,79.26,32.27,16.85
E01019963,93.98,3.89,58.91,23.99,12.53
E01019964,127.29,5.27,79.8,32.49,16.97
E01019965,97.57,4.04,61.16,24.9,13.01
E01019966,58.32,2.41,36.56,14.88,7.77
E01019967,71.49,2.96,44.82,18.25,9.53
E01019968,76.76,2.93,69.32,22.02,12.69
E01019969,64.46,2.46,58.22,18.49,10.66
E01019970,64.21,2.45,57.99,18.42,10.62
E01019971,82.14,3.13,74.19,23.56,13.58
E01019972,70.98,2.71,64.1,20.36,11.74
E01019973,73.99,2.82,66.83,21.22,12.23
E01019974,66.24,2.52,59.82,19.0,10.95
E01019975,66.34,2.53,59.91,19.03,10.97
E01019976,72.41,2.76,65.4,20.77,11.97
E01019977,72.41,2.76,65.4,20.77,11.97
E01019980,84.42,3.22,76.24,24.21,13.96
E01019981,71.43,2.72,64.51,20.49,11.81
E01019982,81.01,3.09,73.16,23.23,13.39
E01019983,71.62,2.73,64.68,20.54,11.84
E01019984,66.63,2.54,60.18,19.11,11.02
E01019985,66.63,2.54,60.18,19.11,11.02
E01019986,75.53,2.88,68.21,21.66,12.49
E01019987,94.69,3.61,85.52,27.16,15.66
E01019988,69.25,2.64,62.54,19.86,11.45
E01019989,55.37,2.11,50.01,15.88,9.16
E01019990,69.94,2.67,63.17,20.06,11.57
E01019991,78.98,3.01,71.33,22.65,13.06
E01019992,79.28,3.02,71.6,22.74,13.11
E01019993,55.82,2.13,50.41,16.01,9.23
E01019994,76.86,2.93,69.41,22.04,12.71
E01019995,125.07,4.77,112.95,35.87,20.68
E01019996,72.76,2.77,65.71,20.87,12.03
E01019997,78.24,2.98,70.66,22.44,12.94
E01019998,68.56,2.61,61.92,19.66,11.34
E01019999,62.83,2.39,56.74,18.02,10.39
E01020000,68.76,2.62,62.1,19.72,11.37
E01020001,62.68,2.39,56.61,17.98,10.36
E01020002,111.48,4.25,100.69,31.98,18.43
E01020003,83.53,3.18,75.44,23.96,13.81
E01020004,105.71,4.03,95.47,30.32,17.48
E01020005,93.7,3.57,84.63,26.88,15.49
E01020006,109.56,4.18,98.95,31.42,18.12
E01020007,75.13,2.86,67.85,21.55,12.42
E01020008,94.2,3.59,85.07,27.02,15.58
E01020009,72.96,2.78,65.89,20.93,12.06
E01020010,96.91,3.69,87.53,27.8,16.02
E01020011,64.81,2.47,58.53,18.59,10.72
E01020012,78.88,3.01,71.24,22.63,13.04
E01020013,75.67,2.88,68.34,21.7,12.51
E01020014,73.1,2.79,66.02,20.97,12.09
E01020015,98.3,3.75,88.77,28.19,16.25
E01020016,146.01,5.56,131.87,41.88,24.14
E01020017,156.04,5.95,140.92,44.76,25.8
E01020018,120.62,4.6,108.94,34.6,19.95
E01020019,101.61,3.87,91.76,29.14,16.8
E01020020,104.17,3.97,94.08,29.88,17.23
E01020021,101.85,3.88,91.99,29.21,16.84
E01020022,121.02,4.61,109.29,34.71,20.01
E01020023,112.82,4.3,101.89,32.36,18.65
E01020024,76.02,2.9,68.65,21.8,12.57
E01020025,69.94,2.67,63.17,20.06,11.57
E01020026,84.32,3.21,76.15,24.18,13.94
E01020027,81.21,3.09,73.34,23.29,13.43
E01020029,81.5,3.11,73.61,23.38,13.48
E01020030,94.59,3.6,85.43,27.13,15.64
E01020031,82.89,3.16,74.86,23.77,13.71
E01020032,77.3,2.95,69.81,22.17,12.78
E01020033,131.93,5.03,119.15,37.84,21.82
E01020035,158.85,6.05,143.47,45.56,26.27
E01020036,70.44,2.68,63.61,20.2,11.65
E01020037,67.67,2.58,61.12,19.41,11.19
E01020038,124.48,4.74,112.42,35.7,20.58
E01020039,95.18,3.63,85.96,27.3,15.74
E01020040,63.52,2.42,57.37,18.22,10.5
E01020041,154.03,4.97,85.15,35.15,18.23
E01020042,103.03,3.32,56.96,23.52,12.19
E01020043,125.63,4.05,69.45,28.67,14.87
E01020044,102.49,3.3,56.65,23.39,12.13
E01020045,102.85,3.32,56.85,23.47,12.17
E01020046,96.07,3.1,53.11,21.93,11.37
E01020047,128.99,4.16,71.3,29.44,15.27
E01020048,140.05,4.51,77.42,31.96,16.57
E01020049,87.03,2.81,48.11,19.86,10.3
E01020050,133.76,4.31,73.94,30.53,15.83
E01020051,103.58,3.34,57.26,23.64,12.26
E01020052,110.79,3.57,61.24,25.29,13.11
E01020053,87.77,2.83,48.52,20.03,10.39
E01020054,153.54,4.95,84.88,35.04,18.17
E01020055,118.18,3.81,65.33,26.97,13.99
E01020056,168.08,5.42,92.91,38.36,19.89
E01020057,143.41,4.62,79.27,32.73,16.97
E01020058,127.28,4.1,70.36,29.05,15.06
E01020059,141.88,4.57,78.43,32.38,16.79
E01020060,108.17,3.49,59.79,24.69,12.8
E01020061,126.85,4.09,70.12,28.95,15.01
E01020062,100.78,3.25,55.71,23.0,11.93
E01020063,153.24,4.94,84.71,34.97,18.13
E01020064,109.88,3.54,60.74,25.08,13.0
E01020065,136.69,4.41,75.56,31.2,16.18
E01020066,186.89,6.03,103.31,42.65,22.12
E01020067,118.18,3.81,65.33,26.97,13.99
E01020068,97.84,3.15,54.09,22.33,11.58
E01020069,89.9,2.9,49.7,20.52,10.64
E01020070,115.19,3.71,63.67,26.29,13.63
E01020071,119.65,3.86,66.14,27.31,14.16
E01020072,106.88,3.45,59.08,24.39,12.65
E01020073,105.11,3.39,58.1,23.99,12.44
E01020074,144.44,4.66,79.85,32.97,17.09
E01020075,126.61,4.08,69.99,28.9,14.98
E01020076,109.2,3.52,60.37,24.92,12.92
E01020077,105.72,3.41,58.44,24.13,12.51
E01020078,85.26,2.75,47.13,19.46,10.09
E01020079,82.82,2.67,45.78,18.9,9.8
E01020080,121.48,3.92,67.15,27.73,14.38
E01020081,80.93,2.61,44.73,18.47,9.58
E01020082,73.66,2.37,40.72,16.81,8.72
E01020083,153.18,4.94,84.67,34.96,18.13
E01020084,92.73,1.47,47.72,13.16,11.89
E01020085,102.56,1.62,52.78,14.55,13.15
E01020086,172.08,2.72,88.55,24.42,22.06
E01020087,144.51,2.29,74.37,20.51,18.53
E01020088,137.76,2.18,70.89,19.55,17.66
E01020089,153.41,2.43,78.95,21.77,19.67
E01020090,123.77,1.96,63.7,17.56,15.87
E01020091,87.38,1.38,44.97,12.4,11.2
E01020092,96.34,1.53,49.58,13.67,12.35
E01020093,92.53,1.47,47.62,13.13,11.86
E01020094,118.89,1.88,61.18,16.87,15.24
E01020095,98.42,1.56,50.65,13.97,12.62
E01020096,114.14,1.81,58.74,16.2,14.63
E01020097,153.48,2.43,78.98,21.78,19.68
E01020098,154.42,2.45,79.46,21.91,19.8
E01020099,89.05,1.41,45.83,12.64,11.42
E01020100,75.33,1.19,38.77,10.69,9.66
E01020101,94.13,1.49,48.44,13.36,12.07
E01020102,107.31,1.7,55.23,15.23,13.76
E01020103,112.2,1.78,57.74,15.92,14.38
E01020104,91.19,1.44,46.93,12.94,11.69
E01020105,149.93,2.37,77.16,21.28,19.22
E01020106,84.63,1.34,43.55,12.01,10.85
E01020107,106.24,1.68,54.67,15.08,13.62
E01020108,146.79,2.32,75.54,20.83,18.82
E01020109,90.32,1.43,46.48,12.82,11.58
E01020110,203.72,3.23,104.84,28.91,26.12
E01020111,95.14,1.51,48.96,13.5,12.2
E01020112,99.35,1.57,51.13,14.1,12.74
E01020113,101.76,1.61,52.37,14.44,13.05
E01020114,84.7,1.34,43.59,12.02,10.86
E01020115,81.49,1.29,41.94,11.56,10.45
E01020116,108.12,1.71,55.64,15.34,13.86
E01020117,100.22,1.59,51.58,14.22,12.85
E01020118,86.44,1.37,44.48,12.27,11.08
E01020119,95.47,1.51,49.13,13.55,12.24
E01020120,144.05,2.28,74.13,20.44,18.47
E01020121,133.74,2.12,68.83,18.98,17.15
E01020122,141.44,2.24,72.79,20.07,18.13
E01020123,99.22,1.57,51.06,14.08,12.72
E01020124,94.94,1.5,48.86,13.47,12.17
E01020125,87.44,1.38,45.0,12.41,11.21
E01020126,106.58,1.69,54.85,15.12,13.66
E01020127,144.38,2.29,74.3,20.49,18.51
E01020128,100.09,1.58,51.51,14.2,12.83
E01020129,80.95,1.28,41.66,11.49,10.38
E01020130,97.21,1.54,50.03,13.79,12.46
E01020131,154.01,2.44,79.26,21.85,19.74
E01020132,117.15,1.85,60.29,16.62,15.02
E01020133,97.35,1.54,50.1,13.81,12.48
E01020134,83.7,1.33,43.07,11.88,10.73
E01020135,107.52,1.7,55.33,15.26,13.78
E01020136,147.52,2.34,75.92,20.93,18.91
E01020137,122.64,1.94,63.11,17.4,15.72
E01020138,164.72,2.61,84.77,23.37,21.12
E01020139,93.0,1.47,47.86,13.2,11.92
E01020140,82.23,1.3,42.31,11.67,10.54
E01020141,122.17,1.93,62.87,17.34,15.66
E01020142,155.38,4.65,91.06,28.98,32.78
E01020143,135.42,4.05,79.36,25.26,28.57
E01020144,74.4,2.22,43.6,13.88,15.69
E01020145,121.23,3.62,71.04,22.61,25.57
E01020146,67.6,2.02,39.62,12.61,14.26
E01020147,107.3,3.21,62.88,20.01,22.64
E01020148,60.1,1.8,35.22,11.21,12.68
E01020149,72.06,2.15,42.23,13.44,15.2
E01020150,110.19,3.29,64.57,20.55,23.24
E01020151,81.31,2.43,47.65,15.16,17.15
