LSOA Code,nc_atmn_2021,nc_sprng_2021,nc_smmr_2021,nc_wntr_2021,nc_wntr_2022
E01019022,103.06,2.25,72.98,28.45,12.77
E01019023,106.0,2.31,75.06,29.26,13.13
E01019024,82.01,1.79,58.07,22.64,10.16
E01019025,94.86,2.07,67.17,26.19,11.75
E01019026,85.0,1.85,60.19,23.47,10.53
E01019027,77.52,1.69,54.89,21.4,9.6
E01019028,127.0,2.77,89.93,35.06,15.73
E01019029,83.78,1.83,59.32,23.13,10.38
E01019030,108.0,2.35,76.47,29.81,13.38
E01019031,89.99,1.96,63.72,24.84,11.15
E01019032,77.24,1.68,54.7,21.32,9.57
E01019033,84.34,1.84,59.72,23.28,10.45
E01019034,85.83,1.87,60.78,23.7,10.63
E01019035,93.09,2.03,65.92,25.7,11.53
E01019036,103.62,2.26,73.37,28.61,12.84
E01019037,83.34,1.82,59.01,23.01,10.32
E01019038,59.73,1.3,42.3,16.49,7.4
E01019039,75.75,1.65,53.64,20.91,9.38
E01019040,71.15,1.55,50.38,19.64,8.81
E01019041,108.49,2.36,76.82,29.95,13.44
E01019042,99.74,2.17,70.62,27.54,12.35
E01019043,113.43,2.47,80.32,31.31,14.05
E01019044,81.95,1.79,58.03,22.62,10.15
E01019045,153.54,3.34,108.72,42.39,19.02
E01019046,75.19,1.64,53.24,20.76,9.31
E01019047,90.6,1.97,64.15,25.01,11.22
E01019048,104.56,2.28,74.04,28.87,12.95
E01019049,213.5,4.65,151.18,58.94,26.45
E01019050,100.9,2.2,71.45,27.86,12.5
E01019051,91.21,1.99,64.58,25.18,11.3
E01019052,115.75,2.52,81.96,31.96,14.34
E01019053,121.02,2.64,85.69,33.41,14.99
E01019054,116.36,2.53,82.4,32.12,14.41
E01019055,85.83,1.87,60.78,23.7,10.63
E01019056,84.39,1.84,59.76,23.3,10.45
E01019057,103.18,2.25,73.06,28.48,12.78
E01019058,123.73,2.7,87.61,34.16,15.33
E01019059,81.95,1.79,58.03,22.62,10.15
E01019060,89.43,1.95,63.33,24.69,11.08
E01019061,106.89,2.33,75.69,29.51,13.24
E01019062,115.97,2.53,82.12,32.02,14.37
E01019063,117.64,2.56,83.3,32.48,14.57
E01019064,124.67,2.72,88.28,34.42,15.44
E01019065,76.74,1.67,54.34,21.19,9.51
E01019066,80.18,1.75,56.77,22.14,9.93
E01019067,72.53,1.58,51.36,20.02,8.98
E01019068,87.11,1.9,61.68,24.05,10.79
E01019069,72.87,1.59,51.6,20.12,9.03
E01019070,121.9,2.66,86.32,33.65,15.1
E01019071,98.52,2.15,69.76,27.2,12.2
E01019072,83.45,1.82,59.09,23.04,10.34
E01019073,88.6,1.93,62.74,24.46,10.98
E01019074,113.04,2.46,80.04,31.21,14.0
E01019075,105.34,2.29,74.59,29.08,13.05
E01019076,119.41,2.6,84.55,32.97,14.79
E01019078,94.54,3.39,54.71,41.3,3.74
E01019079,97.2,3.49,56.25,42.46,3.84
E01019080,121.48,4.36,70.3,53.07,4.8
E01019081,126.93,4.56,73.46,55.45,5.02
E01019082,97.33,3.49,56.32,42.52,3.85
E01019083,123.75,4.44,71.62,54.06,4.89
E01019084,108.11,3.88,62.56,47.23,4.27
E01019085,114.92,4.13,66.51,50.21,4.54
E01019086,68.04,2.44,39.38,29.73,2.69
E01019087,103.89,3.73,60.12,45.38,4.11
E01019088,119.27,4.28,69.03,52.11,4.71
E01019089,101.81,3.65,58.92,44.48,4.02
E01019090,94.8,3.4,54.86,41.41,3.75
E01019091,116.35,4.18,67.33,50.83,4.6
E01019092,98.69,3.54,57.11,43.12,3.9
E01019093,102.07,3.66,59.07,44.59,4.03
E01019094,141.15,5.07,81.69,61.67,5.58
E01019095,99.47,3.57,57.56,43.46,3.93
E01019096,145.37,5.22,84.13,63.51,5.74
E01019097,113.43,4.07,65.64,49.55,4.48
E01019098,107.91,3.87,62.45,47.14,4.26
E01019099,110.31,3.96,63.84,48.19,4.36
E01019100,133.04,4.78,76.99,58.12,5.26
E01019101,93.3,3.35,54.0,40.76,3.69
E01019102,112.52,4.04,65.12,49.16,4.45
E01019103,80.58,2.89,46.63,35.2,3.18
E01019104,93.11,3.34,53.88,40.68,3.68
E01019105,68.24,2.45,39.49,29.81,2.7
E01019106,94.86,3.4,54.9,41.44,3.75
E01019107,97.78,3.51,56.59,42.72,3.86
E01019108,96.22,3.45,55.69,42.04,3.8
E01019109,118.36,4.25,68.5,51.71,4.68
E01019110,99.86,3.58,57.79,43.63,3.95
E01019111,121.87,4.37,70.53,53.24,4.82
E01019112,114.21,4.1,66.09,49.89,4.51
E01019113,109.4,3.93,63.31,47.8,4.32
E01019114,96.09,3.45,55.61,41.98,3.8
E01019115,106.87,3.84,61.85,46.69,4.22
E01019116,83.69,3.0,48.43,36.56,3.31
E01019117,90.45,3.25,52.34,39.51,3.57
E01019118,86.22,3.09,49.9,37.67,3.41
E01019119,101.29,3.64,58.62,44.25,4.0
E01019120,102.98,3.7,59.59,44.99,4.07
E01019121,120.77,4.33,69.89,52.76,4.77
E01019122,90.32,3.24,52.27,39.46,3.57
E01019123,109.99,3.95,63.65,48.05,4.35
E01019124,127.0,4.56,73.5,55.48,5.02
E01019125,94.47,3.39,54.67,41.27,3.73
E01019126,114.73,4.12,66.4,50.12,4.53
E01019127,97.78,3.51,56.59,42.72,3.86
E01019128,107.07,3.84,61.96,46.77,4.23
E01019129,138.04,4.95,79.88,60.3,5.45
E01019130,114.99,4.13,66.55,50.23,4.54
E01019131,117.33,4.21,67.9,51.26,4.64
E01019132,115.18,4.13,66.66,50.32,4.55
E01019133,103.04,3.7,59.63,45.02,4.07
E01019134,89.86,3.23,52.0,39.26,3.55
E01019135,100.7,3.61,58.28,43.99,3.98
E01019136,131.48,4.72,76.09,57.44,5.2
E01019137,71.49,2.57,41.37,31.23,2.82
E01019138,82.78,3.01,44.27,29.83,4.9
E01019139,87.42,3.18,46.75,31.5,5.18
E01019140,78.71,2.86,42.09,28.36,4.66
E01019141,89.31,3.24,47.76,32.19,5.29
E01019142,98.97,3.6,52.93,35.67,5.86
E01019143,109.86,3.99,58.75,39.59,6.51
E01019144,98.75,3.59,52.81,35.59,5.85
E01019145,141.52,5.14,75.68,51.0,8.38
E01019146,98.24,3.57,52.54,35.4,5.82
E01019147,112.91,4.1,60.38,40.69,6.69
E01019148,98.6,3.58,52.73,35.53,5.84
E01019149,95.7,3.48,51.18,34.49,5.67
E01019150,103.25,3.75,55.22,37.21,6.12
E01019151,103.91,3.77,55.57,37.44,6.15
E01019152,89.31,3.24,47.76,32.19,5.29
E01019153,70.21,2.55,37.55,25.3,4.16
E01019154,91.92,3.34,49.16,33.13,5.45
E01019155,91.34,3.32,48.85,32.92,5.41
E01019156,90.84,3.3,48.58,32.73,5.38
E01019157,96.28,3.5,51.49,34.7,5.7
E01019158,81.18,2.95,43.41,29.25,4.81
E01019159,82.12,2.98,43.92,29.59,4.86
E01019160,97.37,3.54,52.07,35.09,5.77
E01019161,142.17,5.16,76.03,51.23,8.42
E01019162,110.22,4.0,58.94,39.72,6.53
E01019163,92.51,3.36,49.47,33.34,5.48
E01019164,112.47,4.09,60.15,40.53,6.66
E01019165,101.22,3.68,54.13,36.48,6.0
E01019166,87.86,3.19,46.98,31.66,5.2
E01019167,92.65,3.37,49.55,33.39,5.49
E01019168,95.56,3.47,51.1,34.44,5.66
E01019169,110.22,4.0,58.94,39.72,6.53
E01019170,84.95,3.09,45.43,30.62,5.03
E01019171,91.56,3.33,48.97,33.0,5.42
E01019172,89.53,3.25,47.88,32.26,5.3
E01019173,87.21,3.17,46.64,31.43,5.17
E01019174,79.22,2.88,42.36,28.55,4.69
E01019175,104.05,3.78,55.64,37.5,6.16
E01019176,129.61,4.71,69.31,46.71,7.68
E01019177,97.01,3.52,51.88,34.96,5.75
E01019178,104.92,3.81,56.11,37.81,6.22
E01019179,84.01,3.05,44.93,30.27,4.98
E01019180,135.49,4.92,72.46,48.83,8.03
E01019182,104.2,3.79,55.72,37.55,6.17
E01019184,96.35,3.5,51.53,34.72,5.71
E01019185,98.1,3.56,52.46,35.35,5.81
E01019186,86.55,3.14,46.29,31.19,5.13
E01019187,89.24,3.24,47.72,32.16,5.29
E01019188,82.56,2.15,56.16,72.65,5.68
E01019189,71.1,1.85,48.36,62.56,4.89
E01019190,74.8,1.95,50.88,65.82,5.15
E01019191,72.82,1.89,49.53,64.07,5.01
E01019192,71.57,1.86,48.68,62.97,4.93
E01019193,99.13,2.58,67.42,87.22,6.82
E01019194,115.33,3.0,78.44,101.47,7.94
E01019195,67.35,1.75,45.81,59.26,4.63
E01019196,90.79,2.36,61.75,79.89,6.25
E01019197,105.85,2.75,71.99,93.13,7.28
E01019198,69.38,1.8,47.19,61.05,4.77
E01019199,51.57,1.34,35.08,45.37,3.55
E01019200,88.6,2.3,60.27,77.96,6.1
E01019201,78.55,2.04,53.43,69.12,5.41
E01019202,78.86,2.05,53.64,69.39,5.43
E01019203,114.81,2.99,78.09,101.02,7.9
E01019204,56.83,1.48,38.65,50.0,3.91
E01019205,82.87,2.16,56.37,72.92,5.7
E01019206,74.28,1.93,50.52,65.36,5.11
E01019207,67.04,1.74,45.6,58.99,4.61
E01019208,75.27,1.96,51.2,66.23,5.18
E01019209,64.9,1.69,44.15,57.11,4.47
E01019210,76.57,1.99,52.08,67.37,5.27
E01019211,82.98,2.16,56.44,73.01,5.71
E01019212,91.47,2.38,62.21,80.48,6.29
E01019213,195.75,5.09,133.15,172.24,13.47
E01019214,145.8,3.79,99.17,128.29,10.03
E01019215,78.45,2.04,53.36,69.02,5.4
E01019216,86.31,2.24,58.71,75.95,5.94
E01019217,87.93,2.29,59.81,77.37,6.05
E01019218,79.02,2.05,53.75,69.53,5.44
E01019219,116.84,3.04,79.47,102.8,8.04
E01019220,81.94,2.13,55.73,72.1,5.64
E01019221,92.15,2.4,62.68,81.08,6.34
E01019222,92.15,2.4,62.68,81.08,6.34
E01019223,76.21,1.98,51.83,67.05,5.24
E01019224,102.25,2.66,69.55,89.97,7.04
E01019225,98.29,2.56,66.86,86.49,6.76
E01019226,63.81,1.66,43.4,56.15,4.39
E01019227,70.06,1.82,47.65,61.65,4.82
E01019228,78.45,2.04,53.36,69.02,5.4
E01019229,94.96,2.47,64.59,83.55,6.53
E01019230,79.44,2.07,54.03,69.9,5.47
E01019231,83.5,2.17,56.79,73.47,5.75
E01019232,71.26,1.85,48.47,62.7,4.9
E01019233,67.46,1.75,45.88,59.35,4.64
E01019234,80.22,2.09,54.56,70.58,5.52
E01019235,70.89,1.84,48.22,62.38,4.88
E01019236,85.48,2.22,58.14,75.21,5.88
E01019237,75.27,1.96,51.2,66.23,5.18
E01019238,73.6,1.91,50.06,64.76,5.06
E01019239,81.42,2.12,55.38,71.64,5.6
E01019240,107.57,2.8,73.16,94.65,7.4
E01019241,97.98,2.55,66.64,86.21,6.74
E01019242,64.02,1.66,43.54,56.33,4.41
E01019243,69.07,1.8,46.98,60.77,4.75
E01019244,64.96,1.69,44.18,57.15,4.47
E01019245,77.3,2.01,52.58,68.02,5.32
E01019246,66.88,1.74,45.49,58.85,4.6
E01019247,70.48,1.83,47.94,62.01,4.85
E01019248,60.16,1.56,40.92,52.94,4.14
E01019249,80.22,2.09,54.56,70.58,5.52
E01019250,81.57,2.12,55.48,71.77,5.61
E01019251,104.18,2.71,70.86,91.67,7.17
E01019252,69.54,1.81,47.3,61.19,4.79
E01019253,90.27,2.35,61.4,79.43,6.21
E01019254,66.99,1.74,45.56,58.94,4.61
E01019255,67.61,1.76,45.99,59.49,4.65
E01019256,91.84,3.35,60.41,28.78,7.98
E01019257,94.16,3.43,61.93,29.51,8.18
E01019258,98.32,3.58,64.67,30.81,8.55
E01019259,85.17,3.1,56.01,26.69,7.4
E01019260,95.94,3.5,63.1,30.07,8.34
E01019261,119.35,4.35,78.5,37.4,10.37
E01019262,107.12,3.9,70.45,33.57,9.31
E01019263,72.54,2.64,47.71,22.73,6.3
E01019264,118.29,4.31,77.8,37.07,10.28
E01019265,82.19,3.0,54.06,25.76,7.14
E01019266,90.12,3.29,59.27,28.25,7.83
E01019267,81.4,2.97,53.53,25.51,7.07
E01019268,70.09,2.55,46.1,21.97,6.09
E01019269,104.47,3.81,68.71,32.74,9.08
E01019270,83.38,3.04,54.84,26.13,7.25
E01019271,86.09,3.14,56.62,26.98,7.48
E01019272,93.96,3.43,61.8,29.45,8.17
E01019273,103.81,3.78,68.28,32.53,9.02
E01019274,98.32,3.58,64.67,30.81,8.55
E01019275,130.26,4.75,85.67,40.82,11.32
E01019276,64.27,2.34,42.27,20.14,5.59
E01019277,82.45,3.01,54.23,25.84,7.17
E01019278,87.68,3.2,57.67,27.48,7.62
E01019279,89.93,3.28,59.14,28.18,7.82
E01019280,94.42,3.44,62.1,29.59,8.21
E01019281,79.94,2.91,52.58,25.05,6.95
E01019282,78.62,2.87,51.71,24.64,6.83
E01019283,95.35,3.48,62.71,29.88,8.29
E01019284,81.59,2.97,53.66,25.57,7.09
E01019285,93.96,3.43,61.8,29.45,8.17
E01019286,83.05,3.03,54.62,26.03,7.22
E01019287,74.06,2.7,48.71,23.21,6.44
E01019288,94.69,3.45,62.28,29.68,8.23
E01019289,90.32,3.29,59.41,28.31,7.85
E01019290,70.09,2.55,46.1,21.97,6.09
E01019291,95.74,3.49,62.97,30.01,8.32
E01019292,69.03,2.52,45.4,21.63,6.0
E01019293,84.5,3.08,55.58,26.48,7.34
E01019294,95.61,3.49,62.88,29.97,8.31
E01019295,99.45,3.63,65.41,31.17,8.64
E01019296,96.93,3.53,63.75,30.38,8.42
E01019297,82.19,3.0,54.06,25.76,7.14
E01019298,95.81,3.49,63.01,30.03,8.33
E01019299,124.71,4.55,82.02,39.08,10.84
E01019300,110.03,4.01,72.36,34.48,9.56
E01019301,108.37,3.95,71.28,33.96,9.42
E01019302,91.64,3.34,60.28,28.72,7.96
E01019303,102.29,3.73,67.28,32.06,8.89
E01019304,75.45,2.75,49.62,23.64,6.56
E01019305,94.86,2.42,51.51,67.71,10.61
E01019306,54.02,1.38,29.33,38.56,6.04
E01019307,94.1,2.4,51.1,67.17,10.53
E01019308,60.65,1.55,32.93,43.29,6.79
E01019309,110.12,2.81,59.79,78.6,12.32
E01019310,66.29,1.69,35.99,47.32,7.42
E01019311,69.37,1.77,37.67,49.51,7.76
E01019312,75.15,1.92,40.81,53.64,8.41
E01019313,62.73,1.6,34.06,44.78,7.02
E01019314,65.06,1.66,35.32,46.44,7.28
E01019315,85.19,2.17,46.26,60.81,9.53
E01019316,67.66,1.73,36.74,48.3,7.57
E01019317,63.21,1.61,34.32,45.12,7.07
E01019318,60.37,1.54,32.78,43.09,6.75
E01019319,72.68,1.85,39.47,51.88,8.13
E01019320,66.19,1.69,35.94,47.25,7.41
E01019321,73.54,1.88,39.93,52.49,8.23
E01019322,73.59,1.88,39.96,52.52,8.23
E01019323,56.57,1.44,30.72,40.38,6.33
E01019324,61.22,1.56,33.24,43.7,6.85
E01019325,67.05,1.71,36.41,47.86,7.5
E01019326,93.11,2.38,50.56,66.46,10.42
E01019327,77.99,1.99,42.35,55.67,8.73
E01019328,70.32,1.79,38.18,50.19,7.87
E01019329,49.47,1.26,26.86,35.31,5.54
E01019330,65.77,1.68,35.71,46.94,7.36
E01019331,82.16,2.1,44.61,58.65,9.19
E01019332,66.34,1.69,36.02,47.35,7.42
E01019333,65.39,1.67,35.51,46.67,7.32
E01019334,64.35,1.64,34.94,45.93,7.2
E01019335,67.47,1.72,36.64,48.16,7.55
E01019336,81.5,2.08,44.25,58.17,9.12
E01019337,66.0,1.68,35.84,47.11,7.39
E01019338,70.69,1.8,38.39,50.46,7.91
E01019339,67.28,1.72,36.53,48.03,7.53
E01019340,59.56,1.52,32.34,42.51,6.66
E01019341,74.68,2.62,44.08,29.2,5.93
E01019342,46.94,1.64,27.71,18.36,3.73
E01019343,71.08,2.49,41.96,27.8,5.64
E01019344,46.75,1.64,27.59,18.28,3.71
E01019345,59.78,2.09,35.28,23.38,4.75
E01019346,94.6,3.31,55.84,36.99,7.51
E01019347,83.63,2.93,49.37,32.7,6.64
E01019348,60.4,2.12,35.65,23.62,4.8
E01019349,91.92,3.22,54.26,35.95,7.3
E01019350,76.98,2.7,45.44,30.1,6.11
E01019351,81.29,2.85,47.98,31.79,6.45
E01019352,102.12,3.58,60.28,39.93,8.11
E01019353,74.29,2.6,43.85,29.05,5.9
E01019354,63.52,2.22,37.49,24.84,5.04
E01019355,70.84,2.48,41.82,27.7,5.63
E01019356,66.77,2.34,39.41,26.11,5.3
E01019357,90.2,3.16,53.24,35.27,7.16
E01019358,93.36,3.27,55.1,36.51,7.41
E01019359,112.47,3.94,66.39,43.98,8.93
E01019360,98.96,3.47,58.41,38.7,7.86
E01019361,90.29,3.16,53.29,35.31,7.17
E01019362,86.7,3.04,51.17,33.9,6.88
E01019363,93.98,3.29,55.47,36.75,7.46
E01019364,101.12,3.54,59.68,39.54,8.03
E01019365,104.09,3.65,61.44,40.7,8.26
E01019366,87.8,3.08,51.82,34.33,6.97
E01019367,135.75,4.75,80.13,53.08,10.78
E01019368,106.29,3.72,62.74,41.56,8.44
E01019369,88.95,3.12,52.5,34.78,7.06
E01019370,108.97,3.82,64.32,42.61,8.65
E01019371,113.81,3.99,67.18,44.51,9.04
E01019372,52.93,1.85,31.24,20.7,4.2
E01019373,67.4,2.36,39.78,26.35,5.35
E01019374,73.58,2.58,43.43,28.77,5.84
E01019375,70.37,2.46,41.53,27.52,5.59
E01019376,68.98,2.42,40.71,26.97,5.48
E01019377,87.75,3.07,51.8,34.32,6.97
E01019378,76.59,2.68,45.21,29.95,6.08
E01019379,67.01,2.35,39.55,26.2,5.32
E01019380,54.89,1.92,32.4,21.47,4.36
E01019381,102.7,3.6,60.62,40.16,8.15
E01019382,105.33,3.69,62.17,41.19,8.36
E01019383,99.3,3.48,58.61,38.83,7.88
E01019384,128.9,4.51,76.08,50.41,10.24
E01019385,52.98,1.86,31.27,20.72,4.21
E01019386,86.17,3.02,50.86,33.7,6.84
E01019387,103.08,3.61,60.84,40.31,8.19
E01019388,85.02,2.98,50.18,33.25,6.75
E01019389,111.9,3.92,66.05,43.76,8.88
E01019390,98.53,3.45,58.16,38.53,7.82
E01019391,79.28,2.78,46.79,31.0,6.29
E01019392,88.28,3.09,52.11,34.52,7.01
E01019393,90.24,3.16,53.27,35.29,7.17
E01019394,111.27,3.9,65.68,43.51,8.84
E01019395,91.15,3.19,53.8,35.65,7.24
E01019396,95.75,3.35,56.52,37.44,7.6
E01019397,91.92,3.22,54.26,35.95,7.3
E01019398,56.0,1.96,33.05,21.9,4.45
E01019399,49.34,1.73,29.12,19.29,3.92
E01019400,94.96,4.13,53.64,51.19,9.21
E01019401,101.99,4.43,57.61,54.98,9.89
E01019402,102.96,4.47,58.16,55.5,9.98
E01019403,88.33,3.84,49.89,47.61,8.56
E01019404,109.19,4.74,61.68,58.86,10.59
E01019405,91.98,4.0,51.96,49.58,8.92
E01019406,61.86,2.69,34.94,33.34,6.0
E01019407,113.14,4.92,63.9,60.98,10.97
E01019408,99.02,4.3,55.93,53.37,9.6
E01019409,105.36,4.58,59.51,56.79,10.21
E01019410,85.98,3.74,48.57,46.35,8.34
E01019411,78.84,3.43,44.53,42.5,7.64
E01019412,103.08,4.48,58.22,55.56,9.99
E01019413,79.86,3.47,45.11,43.05,7.74
E01019414,91.24,3.96,51.54,49.18,8.85
E01019415,103.7,4.51,58.58,55.9,10.05
E01019416,79.58,3.46,44.95,42.9,7.71
E01019417,119.43,5.19,67.46,64.37,11.58
E01019418,107.82,4.68,60.9,58.12,10.45
E01019419,111.48,4.84,62.97,60.09,10.81
E01019420,79.06,3.44,44.66,42.62,7.66
E01019421,120.34,5.23,67.97,64.87,11.67
E01019422,91.01,3.95,51.41,49.06,8.82
E01019423,85.52,3.72,48.31,46.1,8.29
E01019424,67.52,2.93,38.14,36.39,6.55
E01019425,97.13,4.22,54.86,52.36,9.42
E01019426,92.33,4.01,52.15,49.77,8.95
E01019427,107.59,4.67,60.77,58.0,10.43
E01019428,85.47,3.71,48.27,46.07,8.29
E01019429,92.27,4.01,52.12,49.74,8.95
E01019430,113.02,4.91,63.84,60.92,10.96
E01019431,81.12,3.52,45.82,43.73,7.86
E01019432,109.08,4.74,61.61,58.8,10.57
E01019433,116.97,5.08,66.07,63.05,11.34
E01019434,70.15,3.05,39.62,37.81,6.8
E01019435,97.3,4.23,54.96,52.45,9.43
E01019436,81.47,3.54,46.01,43.91,7.9
E01019437,89.3,3.88,50.44,48.13,8.66
E01019438,95.24,4.14,53.8,51.34,9.23
E01019439,80.84,3.51,45.66,43.57,7.84
E01019440,96.27,4.18,54.38,51.89,9.33
E01019441,91.13,3.96,51.47,49.12,8.83
E01019442,90.56,3.93,51.15,48.81,8.78
E01019443,103.02,4.48,58.19,55.53,9.99
E01019444,83.75,3.64,47.31,45.15,8.12
E01019445,91.47,3.97,51.67,49.31,8.87
E01019446,67.0,2.91,37.84,36.12,6.5
E01019447,84.78,3.68,47.89,45.7,8.22
E01019448,115.31,5.01,65.13,62.16,11.18
E01019449,105.65,4.59,59.67,56.95,10.24
E01019450,84.1,3.65,47.5,45.33,8.15
E01019451,124.86,5.42,70.52,67.3,12.1
E01019452,96.67,4.2,54.6,52.11,9.37
E01019453,114.79,4.99,64.84,61.88,11.13
E01019454,84.84,3.69,47.92,45.73,8.22
E01019455,75.69,3.29,42.75,40.8,7.34
E01019456,109.76,4.77,62.0,59.17,10.64
E01019457,78.09,3.39,44.11,42.09,7.57
E01019458,104.05,4.52,58.77,56.09,10.09
E01019459,82.44,3.58,46.56,44.44,7.99
E01019460,90.96,3.95,51.37,49.03,8.82
E01019461,78.09,3.39,44.11,42.09,7.57
E01019462,69.86,3.04,39.46,37.66,6.77
E01019463,89.18,3.87,50.37,48.07,8.65
E01019464,139.43,6.06,78.76,75.16,13.52
E01019465,66.83,2.9,37.75,36.02,6.48
E01019467,89.47,3.89,50.54,48.23,8.67
E01019468,87.13,3.79,49.21,46.96,8.45
E01019469,105.42,4.58,59.54,56.82,10.22
E01019470,93.13,4.05,52.6,50.2,9.03
E01019471,86.73,3.77,48.99,46.75,8.41
E01019472,207.18,9.0,117.02,111.68,20.09
E01019473,70.95,3.08,40.07,38.24,6.88
E01019474,70.72,3.07,39.94,38.12,6.86
E01019475,70.89,3.08,40.04,38.21,6.87
E01019476,80.78,3.51,45.63,43.54,7.83
E01019477,129.66,5.63,73.24,69.89,12.57
E01019478,89.1,6.39,55.05,47.66,8.19
E01019479,96.42,6.91,59.56,51.57,8.87
E01019480,86.82,6.23,53.64,46.44,7.98
E01019481,70.71,5.07,43.69,37.82,6.5
E01019482,88.02,6.31,54.38,47.08,8.09
E01019483,119.95,8.6,74.1,64.16,11.03
E01019484,117.32,8.41,72.48,62.75,10.79
E01019485,80.88,5.8,49.97,43.26,7.44
E01019486,56.72,4.07,35.04,30.34,5.22
E01019487,86.19,6.18,53.25,46.1,7.93
E01019488,85.79,6.15,53.0,45.89,7.89
E01019489,70.43,5.05,43.51,37.67,6.48
E01019490,70.54,5.06,43.58,37.73,6.49
E01019491,130.4,9.35,80.56,69.75,11.99
E01019492,109.44,7.85,67.61,58.54,10.06
E01019493,86.36,6.19,53.35,46.19,7.94
E01019494,158.16,11.34,97.71,84.6,14.54
E01019495,93.39,6.7,57.69,49.95,8.59
E01019496,94.07,6.75,58.12,50.32,8.65
E01019497,94.93,6.81,58.65,50.78,8.73
E01019498,112.29,8.05,69.37,60.06,10.33
E01019499,77.62,5.57,47.95,41.52,7.14
E01019500,81.45,5.84,50.32,43.57,7.49
E01019501,76.37,5.48,47.18,40.85,7.02
E01019502,92.25,6.61,56.99,49.34,8.48
E01019503,147.99,10.61,91.43,79.16,13.61
E01019504,73.0,5.23,45.1,39.04,6.71
E01019505,91.5,6.56,56.53,48.94,8.41
E01019506,85.22,6.11,52.65,45.58,7.84
E01019507,115.55,8.29,71.39,61.81,10.62
E01019508,118.46,8.49,73.18,63.36,10.89
E01019509,80.54,5.77,49.75,43.08,7.41
E01019510,79.62,5.71,49.19,42.59,7.32
E01019511,143.6,10.3,88.71,76.81,13.2
E01019512,173.07,12.41,106.92,92.57,15.91
E01019513,98.41,7.06,60.8,52.64,9.05
E01019514,91.85,6.59,56.74,49.13,8.44
E01019515,91.45,6.56,56.49,48.91,8.41
E01019516,90.53,6.49,55.93,48.42,8.32
E01019517,101.96,7.31,62.99,54.53,9.37
E01019518,82.65,5.93,51.06,44.21,7.6
E01019519,107.44,7.7,66.37,57.47,9.88
E01019520,125.55,9.0,77.56,67.15,11.54
E01019521,91.79,6.58,56.71,49.1,8.44
E01019522,103.84,7.45,64.15,55.54,9.55
E01019523,64.71,4.64,39.98,34.61,5.95
E01019524,76.94,5.52,47.53,41.15,7.07
E01019525,82.71,5.93,51.1,44.24,7.6
E01019526,81.64,4.61,40.22,31.31,7.5
E01019527,91.17,5.15,44.92,34.96,8.37
E01019528,92.21,5.21,45.43,35.36,8.47
E01019529,87.63,4.95,43.17,33.61,8.05
E01019530,89.77,5.07,44.23,34.43,8.25
E01019531,98.38,5.55,48.47,37.73,9.04
E01019532,69.97,3.95,34.47,26.83,6.43
E01019533,80.42,4.54,39.62,30.84,7.39
E01019534,90.5,5.11,44.59,34.71,8.31
E01019535,82.68,4.67,40.73,31.71,7.59
E01019536,110.18,6.22,54.28,42.25,10.12
E01019537,104.68,5.91,51.57,40.14,9.62
E01019538,124.05,7.0,61.11,47.57,11.39
E01019539,97.22,5.49,47.9,37.28,8.93
E01019540,88.48,5.0,43.59,33.93,8.13
E01019541,94.96,5.36,46.78,36.42,8.72
E01019542,100.52,5.68,49.52,38.55,9.23
E01019543,99.85,5.64,49.19,38.29,9.17
E01019544,96.79,5.46,47.69,37.12,8.89
E01019545,79.56,4.49,39.2,30.51,7.31
E01019546,88.24,4.98,43.47,33.84,8.11
E01019547,87.81,4.96,43.26,33.68,8.07
E01019548,139.87,7.9,68.91,53.64,12.85
E01019549,85.31,4.82,42.03,32.71,7.84
E01019550,100.22,5.66,49.37,38.43,9.21
E01019551,89.77,5.07,44.23,34.43,8.25
E01019552,81.4,4.6,40.1,31.21,7.48
E01019553,114.94,6.49,56.63,44.08,10.56
E01019554,77.97,4.4,38.41,29.9,7.16
E01019555,90.01,5.08,44.35,34.52,8.27
E01019556,91.84,5.19,45.25,35.22,8.44
E01019557,96.79,5.46,47.69,37.12,8.89
E01019558,80.23,4.53,39.53,30.77,7.37
E01019559,65.26,3.68,32.15,25.03,5.99
E01019560,81.52,4.6,40.16,31.26,7.49
E01019561,80.72,4.56,39.77,30.96,7.42
E01019562,71.37,4.03,35.16,27.37,6.56
E01019563,101.01,5.7,49.76,38.74,9.28
E01019564,96.18,5.43,47.39,36.89,8.84
E01019565,83.66,4.72,41.21,32.08,7.68
E01019566,110.6,6.24,54.49,42.42,10.16
E01019567,111.03,6.27,54.7,42.58,10.2
E01019568,92.15,5.2,45.4,35.34,8.46
E01019569,96.92,5.47,47.75,37.17,8.9
E01019570,75.71,4.27,37.3,29.04,6.95
E01019571,90.32,5.1,44.5,34.64,8.3
E01019572,84.27,4.76,41.52,32.32,7.74
E01019573,97.28,5.49,47.93,37.31,8.94
E01019574,81.58,4.61,40.19,31.29,7.49
E01019575,108.1,6.1,53.26,41.46,9.93
E01019576,103.7,5.85,51.09,39.77,9.53
E01019577,91.42,5.16,45.04,35.06,8.4
E01019578,97.77,5.52,48.17,37.5,8.98
E01019579,105.47,5.95,51.96,40.45,9.69
E01019580,100.46,5.67,49.49,38.53,9.23
E01019581,88.12,4.97,43.41,33.79,8.09
E01019582,89.77,5.07,44.23,34.43,8.25
