LSOA Code,tot_cases_spring_2021,tot_cases_summer_2021
E01014052,16.7,119.68
E01014053,18.47,132.38
E01014054,14.6,104.64
E01014055,18.05,129.38
E01014056,16.8,120.43
E01014057,19.86,142.38
E01014058,17.64,126.44
E01014059,22.22,159.29
E01014060,18.34,131.48
E01014061,19.3,138.32
E01014062,18.5,132.61
E01014063,19.07,136.67
E01014064,17.6,126.14
E01014065,16.07,115.17
E01014066,12.03,86.23
E01014067,14.96,107.2
E01014068,15.21,109.0
E01014069,20.37,145.99
E01014070,24.61,176.43
E01014071,16.39,117.5
E01014072,22.23,159.37
E01014073,23.04,165.16
E01014074,17.51,125.54
E01014075,18.75,134.41
E01014076,23.74,170.19
E01014077,17.13,122.76
E01014078,16.17,115.92
E01014079,17.68,126.74
E01014080,16.17,115.92
E01014081,16.12,115.54
E01014082,22.76,163.13
E01014083,17.25,123.66
E01014084,17.61,126.22
E01014085,16.69,119.6
E01014086,15.3,109.68
E01014087,15.93,114.19
E01014088,15.32,109.83
E01014089,15.64,112.09
E01014090,15.01,107.57
E01014091,16.16,115.84
E01014092,19.68,141.03
E01014093,15.44,110.66
E01014094,15.74,112.84
E01014095,16.37,117.35
E01014096,15.77,113.06
E01014097,13.63,97.73
E01014098,17.14,122.84
E01014099,18.55,132.98
E01014100,18.15,130.13
E01014101,11.3,80.96
E01014102,22.51,231.52
E01014103,15.05,154.82
E01014104,20.85,214.4
E01014105,29.87,307.19
E01014106,19.81,203.72
E01014107,12.71,130.75
E01014108,18.89,194.32
E01014109,15.65,160.99
E01014110,22.75,233.96
E01014111,20.32,208.99
E01014112,22.91,235.63
E01014113,22.45,230.87
E01014114,18.68,192.14
E01014115,18.57,190.98
E01014116,22.72,233.7
E01014117,14.83,152.5
E01014118,17.4,179.01
E01014119,19.77,203.33
E01014120,21.4,220.06
E01014121,16.48,169.49
E01014122,19.71,202.69
E01014123,18.24,187.63
E01014124,20.72,213.11
E01014125,18.56,190.85
E01014126,20.72,213.11
E01014127,22.2,228.3
E01014128,29.04,298.69
E01014129,14.01,144.13
E01014130,16.13,165.88
E01014131,30.52,313.88
E01014132,13.05,134.22
E01014133,24.37,250.69
E01014134,18.46,189.82
E01014135,14.79,152.11
E01014136,20.65,212.34
E01014137,24.15,248.37
E01014138,19.43,199.86
E01014139,17.51,180.04
E01014140,18.19,187.12
E01014141,55.63,572.16
E01014142,17.63,181.33
E01014143,20.27,208.48
E01014144,19.08,196.25
E01014145,26.95,277.2
E01014146,47.9,492.63
E01014147,49.2,506.01
E01014148,18.39,189.18
E01014149,11.02,113.38
E01014150,20.3,208.74
E01014151,16.9,173.86
E01014152,23.69,243.61
E01014153,24.05,247.34
E01014154,22.02,226.5
E01014155,24.0,246.83
E01014156,54.82,563.8
E01014157,18.09,186.09
E01014158,23.6,242.71
E01014159,15.69,161.38
E01014160,15.59,160.35
E01014161,13.01,133.84
E01014162,22.13,227.65
E01014163,22.81,234.6
E01014164,21.73,223.54
E01014165,19.22,197.67
E01014166,19.64,202.04
E01014167,28.08,288.78
E01014168,17.86,183.64
E01014169,24.44,251.33
E01014170,17.96,184.67
E01014171,18.17,186.86
E01014172,16.8,172.83
E01014173,20.98,215.81
E01014174,18.17,186.86
E01014175,17.04,175.28
E01014176,18.23,187.5
E01014177,23.57,242.45
E01014178,22.13,227.65
E01014179,12.86,132.29
E01014180,17.07,175.53
E01014181,26.19,269.35
E01014182,16.04,164.98
E01014183,23.72,244.0
E01014184,27.45,282.35
E01014185,20.8,213.88
E01014186,16.6,170.77
E01014187,17.64,181.45
E01014188,17.78,182.87
E01014189,17.23,177.21
E01014190,19.77,203.33
E01014191,24.45,251.46
E01014192,18.16,186.73
E01014193,21.3,219.03
E01014194,19.47,200.24
E01014195,17.88,183.9
E01014196,19.28,198.31
E01014197,23.26,239.24
E01014198,16.99,174.76
E01014199,21.45,220.58
E01014200,17.34,178.37
E01014201,16.38,168.46
E01014202,33.77,347.34
E01014203,19.37,199.21
E01014204,24.02,247.09
E01014205,16.33,167.94
E01014206,15.38,158.16
E01014207,15.57,160.09
E01014208,14.36,147.74
E01014209,20.01,205.78
E01014210,25.62,139.27
E01014211,28.69,155.93
E01014212,30.41,165.31
E01014213,22.65,123.11
E01014214,26.34,143.16
E01014215,26.76,145.46
E01014216,24.7,134.28
E01014217,26.87,146.05
E01014218,28.83,156.73
E01014219,22.04,119.82
E01014220,31.49,171.2
E01014221,29.99,163.01
E01014222,28.98,157.53
E01014223,32.87,178.68
E01014224,30.06,163.41
E01014225,26.34,143.16
E01014226,25.62,139.27
E01014228,21.77,118.32
E01014229,35.75,194.34
E01014230,29.68,161.32
E01014231,39.73,215.99
E01014233,25.03,136.08
E01014234,29.75,161.72
E01014235,31.13,169.2
E01014236,58.23,316.55
E01014237,31.7,172.29
E01014238,28.3,153.84
E01014239,26.41,143.56
E01014240,28.41,154.44
E01014241,26.89,146.15
E01014242,28.23,153.44
E01014243,25.66,139.47
E01014244,30.47,165.61
E01014245,30.36,165.01
E01014246,30.06,163.41
E01014247,32.89,178.78
E01014248,26.65,144.86
E01014249,37.6,204.42
E01014250,22.19,120.61
E01014251,49.48,268.96
E01014252,29.6,160.92
E01014253,27.53,149.65
E01014254,33.57,182.47
E01014255,39.22,213.2
E01014256,34.83,189.35
E01014257,27.03,146.95
E01014258,25.93,140.97
E01014259,27.75,150.84
E01014260,24.67,134.08
E01014261,29.73,161.62
E01014262,24.21,131.59
E01014263,31.02,168.6
E01014264,32.56,176.98
E01014265,26.37,143.36
E01014266,20.11,109.34
E01014267,43.4,235.94
E01014268,45.92,249.61
E01014269,31.7,172.29
E01014270,28.59,155.43
E01014271,26.56,144.36
E01014272,26.19,142.36
E01014273,24.92,135.48
E01014274,34.72,188.75
E01014275,26.41,143.56
E01014276,28.96,157.43
E01014277,26.45,143.76
E01014278,22.59,122.81
E01014279,32.76,178.08
E01014280,21.0,114.13
E01014281,41.64,226.37
E01014282,30.45,165.51
E01014283,42.41,230.56
E01014284,21.42,116.42
E01014285,44.95,244.32
E01014286,33.18,180.37
E01014287,36.78,199.93
E01014288,28.46,154.73
E01014289,28.65,155.73
E01014290,28.54,155.13
E01014291,33.49,182.07
E01014292,29.62,161.02
E01014293,34.08,185.26
E01014294,24.76,134.58
E01014295,31.35,170.4
E01014296,24.59,133.68
E01014297,20.59,111.94
E01014298,29.46,160.12
E01014299,24.46,132.99
E01014300,25.69,139.67
E01014301,30.23,164.31
E01014302,35.35,192.15
E01014303,25.38,137.97
E01014304,25.12,136.58
E01014305,29.16,158.53
E01014306,27.51,149.55
E01014307,28.46,154.73
E01014308,28.87,156.93
E01014309,23.03,125.2
E01014310,34.36,186.76
E01014311,24.41,132.69
E01014312,26.65,144.86
E01014313,27.73,150.74
E01014314,25.95,141.07
E01014315,22.19,120.61
E01014316,31.88,173.29
E01014317,29.35,159.52
E01014318,24.02,130.59
E01014319,23.16,125.9
E01014320,22.19,120.61
E01014321,25.95,141.07
E01014322,32.63,177.38
E01014323,23.91,129.99
E01014324,26.37,143.36
E01014325,22.61,122.91
E01014326,24.02,130.59
E01014327,25.49,138.57
E01014328,27.71,150.64
E01014329,27.47,149.35
E01014330,29.4,159.82
E01014331,28.54,155.13
E01014332,28.89,157.03
E01014333,25.58,139.07
E01014334,23.86,129.69
E01014335,31.7,172.29
E01014336,30.5,165.81
E01014337,30.06,163.41
E01014338,28.21,153.34
E01014339,32.37,175.98
E01014340,37.29,202.72
E01014341,32.19,174.99
E01014342,28.61,155.53
E01014343,36.1,196.24
E01014344,29.62,161.02
E01014345,40.61,220.78
E01014346,26.17,142.26
E01014347,24.23,131.69
E01014348,26.24,142.66
E01014349,24.76,134.58
E01014350,24.26,131.89
E01014351,24.67,134.08
E01014352,23.95,130.19
E01014353,31.68,172.19
E01014354,33.77,183.57
E01014355,40.63,220.88
E01014356,33.4,181.57
E01014357,29.51,160.42
E01014358,26.12,141.96
E01014359,34.76,188.95
E01014360,47.88,260.28
E01014361,34.72,188.75
E01014362,23.14,125.8
E01014363,23.38,127.1
E01014364,27.73,150.74
E01014365,27.4,148.95
E01014366,35.2,191.35
E01014367,32.41,176.18
E01014368,31.38,170.6
E01014369,31.03,168.7
E01014370,13.47,282.64
E01014371,13.21,277.24
E01014372,13.15,275.89
E01014373,10.8,226.65
E01014374,10.07,211.4
E01014375,8.2,172.15
E01014376,9.77,205.06
E01014377,9.03,189.55
E01014379,17.83,374.24
E01014380,34.42,722.31
E01014381,10.68,224.09
E01014382,15.55,326.35
E01014383,7.08,148.54
E01014384,10.19,213.83
E01014385,9.29,194.94
E01014386,7.82,164.19
E01014387,10.46,219.5
E01014388,8.51,178.49
E01014389,10.7,224.49
E01014390,9.83,206.28
E01014391,10.79,226.38
E01014392,6.86,143.95
E01014393,8.27,173.63
E01014394,11.24,235.82
E01014395,8.18,171.61
E01014396,9.9,207.76
E01014397,8.97,188.33
E01014398,9.73,204.25
E01014399,13.89,291.54
E01014400,17.02,357.11
E01014401,11.21,235.15
E01014402,18.36,385.3
E01014403,10.32,216.67
E01014404,13.66,286.68
E01014405,15.09,316.77
E01014407,14.7,308.54
E01014409,10.63,223.01
E01014410,11.42,239.73
E01014411,14.59,306.25
E01014412,9.26,194.27
E01014413,16.03,336.33
E01014414,10.44,219.09
E01014415,13.26,278.18
E01014416,11.18,234.61
E01014417,11.6,243.51
E01014418,9.68,203.17
E01014419,9.22,193.46
E01014420,9.97,209.25
E01014421,9.4,197.24
E01014422,11.14,233.8
E01014423,9.86,206.82
E01014424,13.1,274.81
E01014425,14.6,306.38
E01014426,9.28,194.81
E01014427,9.01,189.14
E01014428,9.12,191.44
E01014429,9.93,208.3
E01014430,10.18,213.56
E01014431,8.01,168.1
E01014432,9.05,189.95
E01014433,9.44,198.05
E01014434,12.81,268.74
E01014435,11.06,232.04
E01014436,10.26,215.32
E01014437,9.05,189.95
E01014438,8.35,175.25
E01014439,11.71,245.81
E01014440,17.94,376.4
E01014441,11.46,240.41
E01014442,11.57,242.7
E01014443,9.78,205.2
E01014444,11.64,244.32
E01014445,11.59,243.24
E01014446,7.7,161.62
E01014447,11.25,236.09
E01014448,9.99,209.65
E01014449,9.66,202.63
E01014450,9.26,194.27
E01014451,10.57,221.79
E01014452,9.56,200.61
E01014453,8.92,187.12
E01014454,8.69,182.26
E01014455,8.5,178.35
E01014456,9.7,203.58
E01014457,8.67,181.99
E01014458,9.11,191.17
E01014459,9.89,207.63
E01014460,7.23,151.64
E01014461,7.44,156.23
E01014462,9.76,204.79
E01014463,10.2,214.1
E01014464,10.14,212.89
E01014465,9.98,209.52
E01014466,8.81,184.96
E01014467,10.22,214.51
E01014468,10.35,217.2
E01014469,9.43,197.91
E01014470,11.17,234.34
E01014471,10.08,211.54
E01014472,12.6,264.42
E01014473,11.59,243.24
E01014474,7.34,154.07
E01014475,22.37,469.35
E01014476,10.03,210.46
E01014477,9.59,201.15
E01014478,7.86,164.86
E01014479,9.73,204.12
E01014480,9.98,209.52
E01014481,11.54,242.16
E01014482,8.82,185.1
E01014483,11.12,233.39
E01014484,12.41,260.51
E01014485,10.45,141.88
E01014486,13.44,182.34
E01014487,10.83,147.04
E01014488,10.42,141.35
E01014489,14.17,192.26
E01014491,11.95,162.19
E01014492,9.0,122.11
E01014493,8.29,112.49
E01014494,8.56,116.2
E01014495,9.41,127.64
E01014496,10.67,144.76
E01014497,9.22,125.07
E01014498,9.57,129.92
E01014499,9.0,122.11
E01014500,9.34,126.81
E01014501,10.68,144.99
E01014502,10.67,144.84
E01014504,8.7,118.02
E01014505,10.01,135.82
E01014506,8.65,117.42
E01014507,9.99,135.52
E01014508,8.38,113.7
E01014509,13.64,185.14
E01014510,12.66,171.81
E01014511,8.05,109.24
E01014512,8.53,115.83
E01014513,8.79,119.31
E01014514,13.48,182.94
E01014515,8.33,113.1
E01014516,8.87,120.37
E01014517,6.55,88.86
E01014518,9.89,134.16
E01014519,7.47,101.36
E01014520,8.23,111.66
E01014521,7.28,98.78
E01014522,10.2,138.48
E01014523,9.01,122.34
E01014524,8.48,115.07
E01014525,8.85,120.14
E01014526,8.64,117.27
E01014527,7.25,98.4
E01014528,8.74,118.63
E01014529,8.19,111.2
E01014530,8.38,113.7
E01014531,11.19,151.81
E01014532,8.29,112.49
E01014533,8.46,114.84
E01014534,9.1,123.55
E01014535,11.07,150.29
E01014536,8.46,114.84
E01014537,10.35,140.52
E01014538,11.71,158.85
E01014539,10.48,142.26
E01014540,29.11,395.05
E01014542,30.48,413.61
E01014544,9.07,123.1
E01014545,8.66,117.49
E01014546,8.63,117.11
E01014547,8.57,116.28
E01014548,9.41,127.72
E01014549,6.69,90.83
E01014550,13.31,180.59
E01014551,9.42,127.87
E01014552,9.84,133.55
E01014553,10.69,145.07
E01014554,9.95,134.99
E01014555,12.54,170.14
E01014556,9.82,133.25
E01014557,8.53,115.75
E01014558,10.55,143.17
E01014559,10.67,144.76
E01014560,9.76,132.42
E01014561,9.71,131.81
E01014562,10.18,138.17
E01014563,10.3,139.76
E01014564,10.73,145.67
E01014565,11.07,150.29
E01014566,10.06,136.58
E01014567,11.75,159.46
E01014568,13.04,176.96
E01014569,12.53,169.99
E01014570,10.86,147.34
E01014571,9.43,128.02
E01014572,11.71,158.93
E01014573,11.31,153.47
E01014574,12.79,173.55
E01014575,9.33,126.58
E01014576,12.07,163.78
E01014577,9.25,125.52
E01014578,9.54,129.54
E01014579,8.27,112.19
E01014580,8.17,110.83
E01014581,9.09,123.33
E01014582,7.94,107.72
E01014583,8.59,116.58
E01014584,8.16,110.75
E01014585,10.64,144.38
E01014586,8.33,113.02
E01014587,9.87,133.93
E01014588,13.03,176.88
E01014589,8.87,120.37
E01014590,13.38,181.58
E01014591,9.86,133.78
E01014592,9.53,129.39
E01014593,8.78,119.16
E01014594,9.36,127.04
E01014595,7.56,102.57
E01014596,9.17,124.46
E01014597,7.3,99.08
E01014598,10.15,137.79
E01014599,7.05,95.68
E01014600,8.12,110.22
E01014601,10.11,137.19
E01014602,11.07,150.22
E01014603,13.22,179.38
E01014605,10.15,137.72
E01014607,7.2,97.65
E01014608,9.45,128.25
E01014609,10.15,137.79
E01014610,8.41,114.16
E01014611,7.19,97.57
E01014612,7.61,103.25
E01014613,8.4,114.01
E01014614,7.2,97.65
E01014615,8.21,111.36
E01014616,8.19,111.13
E01014617,7.64,103.71
E01014618,8.78,119.16
E01014619,7.88,106.96
E01014620,8.5,115.3
E01014621,8.02,108.86
E01014622,9.27,125.83
E01014623,9.81,133.17
E01014624,9.84,133.55
E01014626,14.21,192.87
E01014627,12.8,173.7
E01014629,8.49,115.22
E01014630,12.69,172.26
E01014631,6.54,88.71
E01014632,12.16,165.07
E01014633,10.08,136.81
E01014634,10.77,146.2
E01014635,11.27,152.94
E01014636,8.57,116.36
E01014637,8.45,114.61
E01014638,10.06,136.51
E01014639,8.69,117.87
E01014640,8.75,118.78
E01014641,7.86,106.74
E01014642,8.33,113.02
E01014643,7.57,102.72
E01014644,9.0,122.19
E01014645,8.77,119.01
E01014646,9.09,123.4
E01014647,9.79,132.79
E01014648,9.12,123.78
E01014649,9.49,128.78
E01014650,8.59,116.58
E01014651,9.21,124.99
E01014653,15.98,216.8
E01014654,14.06,190.82
E01014655,13.85,188.02
E01014658,14.02,190.21
E01014659,12.73,172.72
E01014660,12.36,167.79
E01014661,9.41,127.64
E01014662,9.31,126.36
E01014663,8.82,119.76
E01014664,9.53,129.39
E01014665,11.95,162.19
E01014666,10.39,141.05
E01014667,9.3,126.2
E01014668,8.9,120.83
E01014669,8.68,117.8
E01014670,8.1,109.92
E01014671,10.35,140.52
E01014672,11.49,155.9
E01014673,9.66,131.05
E01014674,9.29,126.13
E01014675,9.48,128.63
E01014676,8.2,111.28
E01014677,8.24,111.89
E01014678,8.83,119.84
E01014679,8.28,112.34
E01014680,6.69,90.75
E01014681,13.04,177.03
E01014682,9.35,126.89
E01014683,10.2,138.4
E01014684,10.4,141.13
E01014685,9.31,126.36
E01014686,10.66,144.61
E01014687,9.01,122.26
E01014688,9.99,135.6
E01014689,9.33,126.66
E01014690,11.88,161.28
E01014691,10.33,140.14
E01014692,9.27,125.75
E01014693,7.03,95.37
E01014694,9.28,125.9
E01014695,11.48,155.75
E01014696,10.19,138.32
E01014698,11.08,150.37
E01014699,9.85,133.63
E01014700,9.32,126.51
E01014701,10.32,139.99
E01014702,7.47,101.36
E01014703,7.94,107.72
E01014704,10.96,148.7
E01014705,7.32,99.31
E01014706,7.72,104.77
E01014707,8.55,115.98
E01014708,9.24,125.45
E01014709,6.9,93.63
E01014710,7.06,95.83
E01014711,6.96,94.46
E01014712,7.12,96.58
E01014713,7.11,96.51
E01014714,16.81,228.09
E01014715,9.2,124.92
E01014716,8.31,112.8
E01014717,10.28,139.54
E01014718,8.02,108.78
E01014719,7.95,107.95
E01014720,9.15,124.23
E01014721,8.85,120.14
E01014722,7.75,105.14
E01014723,7.59,103.02
E01014725,7.42,100.75
E01014726,9.24,125.37
E01014727,9.01,122.34
E01014729,9.68,131.36
E01014730,9.96,135.22
E01014731,8.74,118.55
E01014732,10.37,140.75
E01014733,10.52,142.79
E01014734,9.45,128.25
E01014735,10.33,140.14
E01014736,11.99,162.72
E01014737,12.69,168.53
E01014738,11.72,155.61
E01014739,12.39,164.47
E01014740,12.0,159.35
E01014741,11.28,149.73
E01014742,12.57,166.93
E01014744,11.88,157.74
E01014745,12.85,170.67
E01014746,11.55,153.37
E01014747,11.28,149.73
E01014748,10.86,144.18
E01014749,10.46,138.95
E01014750,13.42,178.25
E01014751,13.42,178.25
E01014752,13.08,173.66
E01014753,15.49,205.7
E01014754,10.95,145.46
E01014755,11.66,154.86
E01014756,12.54,166.5
E01014757,11.11,147.49
E01014758,9.88,131.15
E01014759,11.51,152.83
E01014760,11.0,146.0
E01014761,12.68,168.42
E01014762,11.21,148.88
E01014763,14.57,193.52
E01014764,13.64,181.13
E01014765,15.7,208.47
E01014766,11.62,154.33
E01014767,10.9,144.71
E01014769,27.18,360.88
E01014770,10.44,138.63
E01014771,11.33,150.48
E01014772,11.2,148.77
E01014773,13.84,183.8
E01014774,14.58,193.63
E01014775,9.93,131.79
E01014776,10.17,135.1
E01014777,11.98,159.03
E01014778,10.51,139.59
E01014779,8.78,116.52
E01014780,12.36,164.15
E01014781,13.72,182.2
E01014782,10.99,145.89
E01014783,12.52,166.29
E01014784,13.07,173.55
E01014785,10.82,143.65
E01014786,13.44,178.46
E01014787,14.98,198.97
E01014789,11.28,149.73
E01014790,12.87,170.88
E01014792,15.38,204.2
E01014793,12.23,162.44
E01014794,13.76,182.74
E01014795,11.43,151.76
E01014796,14.0,185.83
E01014797,14.81,196.62
E01014798,12.43,165.01
E01014799,14.09,187.11
E01014800,14.18,188.29
E01014801,12.64,167.78
E01014802,14.97,198.76
E01014803,11.59,153.9
E01014804,11.47,152.3
E01014805,12.4,164.69
E01014806,12.73,169.07
E01014807,12.9,171.31
E01014808,11.53,153.05
E01014809,16.3,216.38
E01014810,27.59,366.33
E01014811,14.49,192.45
E01014812,11.47,152.3
E01014813,14.02,186.15
E01014815,11.73,155.82
E01014816,12.1,160.63
E01014817,12.64,167.89
E01014818,13.81,183.38
E01014819,12.66,168.1
E01014820,11.51,152.83
E01014821,9.06,120.36
E01014822,11.56,153.47
E01014823,10.41,138.2
E01014824,11.41,151.44
E01014825,9.5,126.13
E01014826,12.13,161.06
E01014827,11.07,146.96
E01014828,12.56,166.72
E01014829,15.71,208.58
E01014830,12.27,162.87
E01014831,10.86,144.18
E01014832,11.94,158.6
E01014833,12.35,163.94
E01014834,11.48,152.4
E01014835,11.72,155.61
E01014836,12.06,160.2
E01014838,11.45,151.98
E01014839,12.56,166.82
E01014840,10.48,139.16
E01014841,14.84,197.05
E01014842,13.8,183.27
E01014843,11.57,153.69
E01014844,11.21,148.88
E01014845,10.6,140.76
E01014846,12.2,162.02
E01014847,14.64,194.38
E01014848,10.23,135.85
E01014849,13.6,180.6
E01014850,17.22,228.66
E01014851,22.71,301.5
E01014852,13.22,175.58
E01014853,13.88,184.34
E01014854,11.15,148.03
E01014855,11.72,155.61
E01014856,14.77,196.09
E01014857,12.22,162.23
E01014858,13.81,183.38
E01014859,11.47,152.3
E01014860,12.21,162.12
E01014861,16.28,228.94
E01014862,21.84,307.1
E01014863,10.73,150.79
E01014864,10.48,147.31
E01014865,15.43,216.97
E01014866,11.67,164.08
E01014867,12.62,177.38
E01014868,21.69,304.95
E01014869,12.41,174.52
E01014870,12.25,172.17
E01014871,8.83,124.09
E01014872,12.26,172.37
E01014873,10.57,148.64
E01014874,10.95,153.96
E01014875,14.17,199.28
E01014876,12.9,181.37
E01014877,11.99,168.59
E01014878,16.28,228.94
E01014879,12.83,180.35
E01014880,15.13,212.78
E01014881,14.47,203.37
E01014882,16.05,225.67
E01014883,9.5,133.5
E01014884,14.66,206.13
E01014885,15.59,219.12
E01014886,13.36,187.82
E01014887,9.74,136.87
E01014888,12.71,178.71
E01014889,10.74,150.99
E01014890,15.68,220.45
E01014891,12.26,172.37
E01014892,12.96,182.19
E01014893,10.75,151.09
E01014894,8.48,119.28
E01014895,9.76,137.18
E01014896,10.19,143.22
E01014897,11.01,154.78
E01014898,12.59,176.97
E01014899,12.62,177.38
E01014900,12.11,170.22
E01014901,12.2,171.55
E01014902,9.38,131.86
E01014903,10.78,151.5
E01014904,11.61,163.16
E01014905,12.54,176.26
E01014906,13.29,186.9
E01014907,11.75,165.21
E01014908,10.24,143.93
E01014909,11.24,158.05
E01014910,11.45,160.91
E01014911,10.22,143.63
E01014912,12.84,180.45
E01014913,11.6,163.06
E01014914,16.57,232.93
E01014915,12.33,173.29
E01014916,11.81,166.03
E01014917,11.4,160.3
E01014918,11.01,154.78
E01014919,10.23,143.83
E01014920,10.44,146.8
E01014921,12.44,174.93
E01014922,10.3,144.75
E01014923,10.76,151.3
E01014924,14.37,202.04
E01014925,10.46,147.1
E01014926,12.97,182.4
E01014927,14.06,197.64
E01014928,10.65,149.76
E01014929,16.64,233.95
E01014930,14.33,201.53
E01014931,10.89,153.14
E01014932,11.87,166.85
E01014933,9.93,139.64
E01014934,8.63,121.32
E01014935,10.66,149.87
E01014936,10.12,142.3
E01014937,8.87,124.7
E01014938,11.65,163.78
E01014939,9.44,132.78
E01014940,10.09,141.89
E01014941,11.42,160.61
E01014942,11.22,157.74
E01014943,12.03,169.2
E01014944,13.2,185.57
E01014945,12.25,172.27
E01014946,12.05,169.4
E01014947,10.05,141.27
E01014948,13.32,187.31
E01014949,28.36,398.65
E01014950,10.15,142.7
E01014951,10.19,143.32
E01014952,22.06,310.17
E01014953,15.42,216.77
E01014954,11.78,165.62
E01014955,9.82,138.0
E01014956,10.22,143.73
E01014957,9.15,128.59
E01014958,9.15,128.59
E01014959,10.81,152.01
E01014960,13.44,188.94
E01014961,11.76,165.31
E01014962,12.39,174.21
E01014963,13.38,188.12
E01014964,12.49,175.64
E01014965,12.26,172.37
E01014966,23.8,334.61
E01014967,15.64,219.94
E01014968,12.65,177.9
E01014969,11.13,156.41
E01014972,12.71,178.71
E01014973,11.15,156.72
E01014974,12.25,172.17
E01014975,12.96,182.19
E01014976,13.41,188.53
E01014977,10.41,146.39
E01014978,11.42,160.61
E01014979,10.94,153.75
E01014980,10.95,153.96
E01014981,23.25,326.84
E01014982,11.23,157.84
E01014983,10.75,151.2
E01014984,11.26,158.25
E01014985,10.46,147.0
E01014986,12.41,174.52
E01014987,13.59,191.09
E01014988,11.95,167.97
E01014989,13.01,182.91
E01014990,10.67,149.97
E01014991,16.46,231.4
E01014992,10.14,142.6
E01014993,11.17,157.03
E01014994,12.21,171.65
E01014995,12.38,174.01
E01014996,12.19,171.45
E01014998,11.39,160.1
E01014999,11.99,168.59
E01015000,11.6,163.06
E01015001,11.34,159.48
E01015002,11.48,161.43
E01015003,11.93,167.77
E01015004,11.74,165.11
E01015005,17.08,240.09
E01015006,11.98,168.48
E01015007,14.89,209.3
E01015008,12.85,180.66
E01015009,9.51,133.7
E01015010,10.0,140.66
E01015011,12.78,179.74
E01015012,12.53,176.16
E01015013,9.45,132.88
E01015014,16.39,230.37
E01015015,11.34,159.48
E01015016,8.4,118.05
E01015017,10.39,146.08
E01015018,10.59,148.94
E01015019,12.49,175.54
E01015020,11.56,162.55
E01015021,10.8,151.81
E01015022,11.2,157.44
E01015023,12.47,216.23
E01015024,9.83,170.45
E01015025,11.92,206.8
E01015026,11.26,195.39
E01015027,11.75,203.83
E01015028,11.31,196.26
E01015029,12.87,223.18
E01015030,11.53,199.98
E01015031,10.64,184.6
E01015032,14.39,249.6
E01015033,11.31,196.26
E01015034,9.74,168.97
E01015035,10.33,179.14
E01015036,10.95,189.93
E01015037,10.26,177.9
E01015038,12.08,209.53
E01015039,11.98,207.8
E01015040,10.83,187.82
E01015041,10.2,176.91
E01015042,10.42,180.75
E01015043,10.55,182.98
E01015044,9.88,171.32
E01015045,11.19,194.15
E01015046,13.87,240.55
E01015047,14.4,249.73
E01015048,16.43,285.08
E01015049,11.96,207.55
E01015050,13.75,238.44
E01015051,14.28,247.74
E01015052,14.31,248.24
E01015053,10.5,182.12
E01015054,15.34,266.1
E01015055,9.87,171.2
E01015056,11.32,196.38
E01015057,11.36,197.13
E01015058,10.98,190.43
E01015059,11.09,192.41
E01015060,11.44,198.49
E01015061,10.64,184.6
E01015062,13.75,238.56
E01015063,10.33,179.14
E01015064,11.32,196.38
E01015065,8.77,152.09
E01015066,9.5,164.87
E01015067,9.83,170.45
E01015068,11.46,198.74
E01015069,10.93,189.56
E01015070,19.12,331.61
E01015071,11.07,192.04
E01015072,10.61,184.1
E01015073,10.73,186.09
E01015074,10.59,183.73
E01015075,10.64,184.6
E01015076,9.79,169.83
E01015077,18.11,314.11
E01015078,10.31,178.77
E01015079,12.23,212.14
E01015080,7.98,138.45
E01015081,12.11,210.03
E01015082,12.34,214.12
E01015083,10.51,182.24
E01015084,10.16,176.16
E01015085,10.85,188.19
E01015086,9.18,159.17
E01015087,11.57,200.72
E01015088,11.13,193.03
E01015089,12.14,210.65
E01015090,9.29,161.15
E01015091,10.22,177.28
E01015092,17.01,295.13
E01015093,9.53,165.24
E01015094,10.76,186.71
E01015095,9.53,165.37
E01015096,9.76,169.34
E01015097,15.13,262.51
E01015098,11.86,205.69
E01015099,10.42,180.75
E01015100,10.56,183.23
E01015101,11.66,202.21
E01015102,12.69,220.2
E01015103,10.68,185.22
E01015104,11.02,191.17
E01015105,11.09,192.41
E01015106,9.1,157.8
E01015107,12.62,218.84
E01015108,12.91,223.92
E01015109,9.39,162.89
E01015110,10.94,189.81
E01015111,12.11,210.03
E01015112,11.32,196.38
E01015113,10.88,188.82
E01015114,9.8,169.96
E01015115,9.8,169.96
E01015116,10.44,181.12
E01015117,9.88,171.45
E01015118,11.24,194.89
E01015119,11.44,198.37
E01015120,11.13,193.03
E01015121,10.28,178.27
E01015122,11.36,197.13
E01015123,11.66,202.21
E01015124,10.96,190.18
E01015125,10.65,184.72
E01015126,10.51,182.24
E01015127,10.16,176.16
E01015128,11.06,191.79
E01015129,9.65,167.48
E01015130,11.09,192.41
E01015131,14.9,258.41
E01015132,10.68,185.34
E01015133,10.14,175.91
E01015134,11.06,191.92
E01015135,16.75,290.54
E01015136,10.58,183.48
E01015137,12.12,210.28
E01015138,13.53,234.72
E01015139,10.0,173.56
E01015140,10.12,175.54
E01015141,12.16,210.9
E01015142,10.1,175.17
E01015143,8.98,155.82
E01015144,11.05,191.67
E01015145,10.85,188.19
E01015146,13.95,242.04
E01015147,8.85,153.46
E01015148,10.76,186.71
E01015149,10.36,179.76
E01015150,10.27,178.15
E01015151,12.84,222.68
E01015152,16.68,289.3
E01015153,13.24,229.63
